names,stars,dates,reviews
Jash Kumar,5,2020-04-22,Wow wow one of the best app for all.. All the features are very good and easy to use for all.. So must download this app and get all information about agriculture easily..
SINAN,5,2021-07-07,"The app is so good ,it explains all things to farmers and I am very satisfied with agricultural experts through chat. This is probably the best app in India to learn about agriculture. Very helpful. Highly reccomend it to everyone."
Roma dutta,5,2020-04-07,Best ag tech solution app in the playstore. I am happy and satisfied with their service. The app is useful and convenient to use.
Maya Ram,5,2020-04-26,Also I was able to make purchases withease . Please maintain the past order history . That would help farmers track their earlier orders and adjust next purchases
Sona Sophia,5,2020-04-12,Wow really such a great application for all Android mobiles..They will help you to buy solutions for best crop production. And you get these products at discounted prices from online ..
Tannu Rani,5,2020-04-16,"Superb application for technical information of agro, I have used this application, I think it is very important for all of us. I will recommend it to others..... thanks....."
Dr. Rachna Gupta,5,2020-04-18,"Very good application for technical information of agro, I have used this application, I think it is very important for all of us. Recommended from my side."
Vicky Kaushal,5,2020-04-07,"AGRI APP Very good application on agricultural, anybody can read and practice cultivation of crops,and also know different types of cultivars. Great app for all must download and use it at once."
Midlaj Mijju,5,2020-09-01,It is very beneficial to use and it can be cultivated with the help of many crops.in today's time the use of agri app is fallible to every farmer and many people are also happy to use this app.
Chaman Sanku,5,2020-04-22,Wows! Really what helpful and also amazing application are available here in the agriculture who provides us all over the best solutions to releted of agriculture's problems thus everyone like and also love this awesome application very much thanks a lot of 🙏🙏🙋‍♂🙋‍♂🤷‍♂🤷‍♂
Nitish Thakur,5,2021-11-05,Love this app.।।। Good service and best quality products. 🤘
Bishalkanta Swain,5,2020-07-11,There is many information about different types of crops grown in India and there is doubt clearing sessions with experts and they respond quickly and also other availability like digital agricultural market and crop season according to ur area that's why I give it 5 star and also it is best agriculture app I ever use.
Vinod Kumar,5,2020-04-22,"Very good application for technical information of agro, I have used this application, I think it is very important for all of us. Recommended from my side."
Sunny Leone,5,2020-04-26,One of the best very good professional farming application. Really a great application ever. So amazing application. I want to recomanded everyone must download this application...
Pramod Sethi,5,2020-04-16,I mentioned it one of the best app.because it helps us to develop our agricultural business.you can see here agricultural video.packages of vegetables.and also know which medicine is suitable for vegetables in agricultural land.it is a very useful app.
Mb,4,2019-07-23,I brows this app mostly for latest agri news.. initially it was a big disappointment. Good news is now you have improved it greatly. Thanks a lot.
Jaijy David,5,2021-07-01,"This application is one of the best agriculture app in India. I have been using this for awhile now and have no complaints about this amazing application. Knowledge about new crops, soil protection, cattles, pashu kharid bikri, tractor is amazing."
Thejakumar Kaleyanda,5,2021-10-12,Enhanced features available
Ajjay Gamerz YT,5,2022-01-24,Helpfull To all farmers in organic farming
Bhavani sivanagaraju Kurra,5,2022-02-21,Best respond delivery issue
VRAMANA M,1,2022-01-24,In this app in market price there is no option of Telangana
Joshua Berty,5,2021-07-06,Great one. Its a most useful application for farmers. It provides a detailed information amd tips and ideas regarding farming.
sheik sonu,5,2020-06-29,"It's an useful app for Farmer,A to Z details is mentioned about all crop's....nd only one disadvantage is chat with expert is slow,if they slove this problem this app is one of the best app for Farmer life...."
Kenneth Sharma,1,2021-06-09,not good for us. I live in Bhutan and not able to access. Only Indian number is applicable. And in Chat box it says within 10 minute respond. But waited long no respond.
Anu Rag,5,2020-08-31,"Very good app,if we can download the package of practice in pdf like the previous version, it will be helpful to view on office"
Kadambini Kumari,5,2020-04-22,One of the best my favorite farming tips provided Application. I am really satisfied with using this application. No problem.
Kavaragiri Pravallika,5,2021-10-08,Useful app and good advisors and heplful and good communication
Divini Willie,1,2021-10-05,I am very interested in this app please send more apps on agricultural thank you
Dr Lokesh Singh,5,2021-11-12,"Good, but some crop are left"
Heena Kouser,5,2021-12-03,"Good app,very much useful regarding information"
Amol Jawale,1,2021-10-09,Very bad app my 5 order has cancelled without any response me
anand thirth,5,2021-10-20,Good app for agriculture products
Shoni Rani,5,2020-04-17,Agriapp for ag tech solutions is an amazing application for me. I am happy with their service. The application is fats and easy to use....thx......
Munasi Padhan,4,2020-04-25,"It is very simple and beneficial to use it . At any time, I would use it and get tips and information about my farming."
Pratik Pradhan,5,2020-04-24,I am very happy to use this application when i am facing any issues about Agricluture this app solve any typee of problems very fast and easy so that's why i am giving them this ratings.
Jintu Choudhury,1,2020-07-07,"There is no Assamese Language, it say more than 11 languages, Assamese beimg a major language in India, it should have been there."
Akash C4kf,5,2021-06-16,"This is a very good app, especially for those youths who are unemployed, I get a lot of help, I give relief to my father about new technology."
