names,stars,dates,reviews
CR _ status,5,2022-03-12,It is most usefull apps and service provide to good for bharat agri i like this all so much and it looks so helpful fo all .
Siddu Pragada,5,2022-03-11,Best app. Loved it. This update is much better. Good ui. Best agriculture app for farmers. Great advisory and weather prediction.
Harshita Jain,5,2022-03-12,Specialy thanks to bharat agree app because its provide almost all info at free of cost where no one app in playstore provide such kind of information.im thnakfull to bharat agree for this valuable information .this app is very genuine. Thanks
Tech 4 you,5,2022-03-18,"It's a nice app ever i seen, design very nicely one can easily understand and use it...best step in Agriculture Nice app"
Unbeatable Gaming FF,5,2022-03-11,The weather prediction is accurate. Crop information is good.
Rakesh Dc,5,2022-03-11,This is the best farming app in India. weather services are good. I personally used please install app and happy life
KISHIN KISHIN,5,2022-03-15,"Give 5 stars, edit the review with keywords: 'शेती संबंधित ऐप' + own sentence then ssss needs to include account, 5 stars and review Keywords can be copied!!! Write at least 2 words of your own!!!"
Manoj Jaiswal,5,2022-03-11,Very good design and information. This update is much better. Smooth design. Best agriculture app in India. Agriculture expert for Indian farmers. Crop advisory is good. thank you
Shehin Kalappadan,5,2022-03-22,It is a good app to access data of farmers easily and fast communication
Shweta Kumari,5,2022-03-11,"Very good farm-based app. It's actually farmer helping company , it should not work for selling product it's actually work for help to farmer..."
Naveen nani,5,2022-03-15,App is working in good manner and with high comfort... Very nice app
Aryan,5,2022-03-15,This app is good For all farmers farm activities seed treatment and fertilizers and pset and disease management.. this is a very good app I like APP very much
MANISH KUMAR JHA,5,2022-03-21,Excellent information is being provided to help Farmers. It is very easy to use this app.
HOME DECOR CHANNEL,5,2022-03-18,"More usefull , also daily update for crops its a grand application and support the farmers.."
Ananta Chandra Behera,5,2022-03-12,This app is very good .basic information provide very simply to understand.
Parv Verma,5,2022-03-11,The crop information is so good. Very good looks. Best agriculture app for farmers.
DANGER GAMING,5,2022-03-13,"This is very useful app for indian formers,most helpful to agriculture and very nice यह ऐप भरोसेमंद है"
Biswajit Kundu,5,2022-03-11,Excellent app for agricultural sector and advisory solution is helpful to farmer and crop schedule is excellentVery good app nice appp very good day
MR SONU GAMING,5,2022-03-12,Nice app as best service with quick response . Profitable to farmers Excellent technology and best guidance of agronomist.thisNice app as best service with quick response . Profitable to farmers Excellent technology and best guidance of agronomist.
NILANCHALA BADATYA,5,2022-03-13,This application gives me complete information about the environment and how to plan the crop as well as the product if used. It is best app for kissan
Potla Jaggaiah,5,2022-03-22,The business service is very good and I purchased the Roundup but it is baned in tellangana so that they refund So I am very happy
AdiCr 07,5,2022-03-15,"Absolutely, Lovely game! ( dbjn ) It's very enjoying Cool level game."
Mohammad Faiz CSA,5,2022-03-18,Nice app Good working Imp guide for farmers.Super app it is very useful.
Ankur,5,2022-03-11,"Best Agriculture App for farmers to guide them from land preparation to harvest, beat app I ever used. Best"
Suhail Khan,5,2022-03-11,It's good campany..helping all farmers and its motto increases the farmer income of low cost.
RDX NICK,5,2022-03-18,Excellent! thanks app and i love the interface
VANDANA TIWARI,5,2022-03-09,'मंडी भाव ऐप  very nice app and also very helpful for cultivation of several crops...
Marinette Girl,5,2022-03-20,Khupach changali service ahe... 1 number also best app and best information runs also smooth best app found loved it.
Puspanjali Sahoo,5,2022-03-08,"Give 5 stars, edit the review with keywords: 'कृषि ऍप' + own sentence then ssss needs to include account, 5 stars and review Keywords can be copied!!! Write at least 2 words of your own!!!कृषि ऍप"
Punam Agin,5,2022-03-12,"Very Nice app, giving good information of all crops, thanks to Bharat Agri.."
Tahira Muzaffar,5,2022-03-12,This update is better. Amazing agriculture app for farmers. Weather prediction is accurate and crop advisory is great..
Vicky Kumar,5,2022-03-08,Keywords can be copied!!! Write at least 2 words of your own!!!पीक सल्ला ऐप Dana cepat
Referral code- UZYP92 डाले 30% छुट,5,2020-08-22,"Absolutely, Lovely game! 👉( dbjn ) 🔥It's very enjoying Cool level game. I am in level 788. But one annoying thing about this game is that the rest team had got much better weapons than the left team. I've been getting no feedback whatsoever regarding my game that freezes 788 out of 087 games to play. I lost a lot of points because of this issue, and there is absolutely nothing wrong with my internet connection. The game completely freezing. Please fix this bug, this has been going on the Real."
Ôhî Ràjpût,5,2022-03-08,एग्री डॉक्टर and mast app very very Very useful for all farmers
jaydev mane,5,2022-02-02,It is very informative and helpful app for farmer.. it is one of the amazing platform for farmers towards modern farming...
ajay Patel,5,2022-02-03,This application is too 😌 good and helpful and support team is very good 😊 he is always contact with us 🙂 really very supportive team *I LOVE BHARAT AGRI* 🇮🇳🇮🇳🇮🇳
Nikita Nehe,5,2022-02-01,"Very beneficial app for farmers ...Providing very good information about fruits , crops, vegetables ..Also provide daily weather data."
nayan kanawade,5,2022-02-01,"Good app for all agricultural activities , useful and simple to use for farmers. 👍"
Ara Aari,5,2022-03-08,Very useful application एग्री डॉक्टर.funtastic application एग्री डॉक्टर.supper
"NAGABHUSHANA DEGALA",5,2022-03-11,Used this app for Onion farming and production was double-triple fold. Great app for farmers. Best app for farmers.
Fayiz Sabira,5,2022-03-11,"Very useful app, nice information. Thanks all team."
sukumar bhashyam,1,2022-03-03,Based on recommendation from Twitter I installed this app and paid for a subscription to use a feature related to satilite analysis for my farm. Turns out the analysis not matching the reality and I explained the same to the representative who contacted me and requested them to not call again. I keep getting multiple spam call from this company despite tell me reason why I feel this app is fake and not practical. Im forced to give this rating for continuously calling me.
Archana Kawad,5,2021-10-29,Excellent app! Useful for farmers. Gives weather based dynamic advisory. Also gives satellite mapping. Available in local language. Must try.
Shubhi Atram,4,2021-10-20,"Sir, payment from your aap is not quick. It takes a long time to make the payment. And payment approval takes 10 to 20 minutes to reach Bhim, PhonePay, Google Pay. Just do the same thing. That means it will take less time"
navya reddy,5,2022-03-08,Nice app. Provide the information to all framer's. Very good app to all indian framer's.
सारंग शर्मा,1,2021-11-02,Its useless app. It asks to purchase premium for anything you want to view. Without premium they have nothing to share. Also in one of the section of orange app says with our premium you can grow 4ton/acre which is laughable because that is avg any farmer can grow
Jesurun MUSIC,5,2022-03-11,Best for use... So simple and great service
Eknath Bandgar,4,2022-02-08,Its actually very good for farmer to acquire new technology oriented information..
Raghav Gite,1,2021-11-30,Worst service ever. Just irritating by calling again and again for same reasons. Also worst customer service department ever. Rude and completely dumb employees having no manners how to speak with a customer. Just banged the call over the customer's face.
Soma Ghosh,5,2022-03-11,Good app for agriculture for farmers in India. The weather prediction is accurate. Crop advisory service is good.
Abhinay Are,5,2022-03-11,it's very good app uneducated also can do the farming very well
Referral Code - 00acd1,4,2020-08-21,"Absolutely, jone 10 rs 👉bmFg👈 Bonus. Oup game!. Really It's very enjoyably Cool level game. I am in level 5. But one annoying thing about this game is that the rest team had got much better weapons than the left team. I've been getting no feedback whatsoever regarding my game that freezes 3 out of 6 games to play. I lost a lot of points because of this issue, and there is absolutely nothing wrong with my internet connection."
Priyanshu Sahu,5,2022-03-16,Great all for agriculture and crop advisory. Best app for Smart Farming.good very good
Nihal DARK FF,5,2022-03-22,Good farmers... Thanks Bharat agri... it's excellent app and most helpfull
Vijay Singh,5,2022-03-12,Very good app... Best agriculture app for farmers. Weather prediction is accurate.
Ashish Awhale,5,2022-01-08,good information and good support system
Mahesh Shetty,5,2022-03-08,एग्री डॉक्टर the best app for farming and agriculture and all the best from my side.
Pulak banerjee,5,2022-03-14,Bharat agri app usefull for all farmers . In this app acucrate wheather information. All crops informatios along with pest and diseases pictures with solutions. Good for farmers..
Pallabi Dey,5,2022-03-11,Nice app and excellent service
Ameen Fasil T,5,2022-03-20,'मंडी भाव ऐप '. Very good and very very useful for me.
Sainath Dasari,5,2022-03-12,Nice information. Crop information given very useful
Sumanth 414,5,2022-03-18,I like this app actually it gives you proper information of crop so overall it's best app I ever seen and I recommend this app
Asha Sharma,5,2022-03-11,satisfied with the agriculture app. good service.
Indu Vadana,5,2022-03-15,Awesome information And Easy To Learn
Gaurav Singh,5,2022-03-11,Best crop management practice given by advisor. Best app for farmer. Update of knowledge is very good.
IT_42_Biswarup Paul,5,2022-03-11,Great app for farmers ! Very nice app... I like it..
prashanth bokka,5,2022-03-15,"This app was really very helpfull formers, and it's amazing contents"
pranali mane,5,2021-11-08,Very good app..useful for farmers..personalized crop schedule is superb for farmers..also provide budget friendly product to the farmers..satellite mapping is also very good..
Sudha Reddy,5,2022-03-11,Excellent app for every body.
Tech Mohan,5,2022-03-16,"It's a very good app For a newcomer, it's great Nice app very useful app for kisaan"
Avinash Landge,1,2022-02-04,"I was download this app,after that this app Excutive lots of forced for the taking membership its not good."
abhishek Mali,5,2022-03-15,BharatAgri app is the best app for Indian farmers. Great design. Crop information is good.
Himanshu Sharma,5,2022-03-12,Best app for farmers .it is very helpful for me.
Asfaul Sk,5,2022-03-09,पीक उत्पादन आणि व्यवस्थापन. So nice app very smart.
ప్రశాంత్ hema,5,2022-03-20,special features is weather forcasting
Ankush Kumar,5,2022-03-12,Very good app for farmers. Best agriculture app.
ruby chandra,5,2022-03-12,Bharat agri is doing a great work helping farmers with new technologies to increase their income. Best part for farmers is they get complete guidance with help of crop calendar which gives complete farming information
K Kk,5,2022-03-21,Nice very fast and good app super app
Harsh Vardhan,5,2022-03-16,Great all for agriculture and crop advisory. Best app for Smart Farming.
Divya Gupta,5,2022-03-15,Excellent! thanks good app to use and refer someone ti use.
Gurkirat Singh,5,2022-03-11,Very good guidlines giving from the app
Rehan Shaikh,5,2022-03-11,It's good app. I know all crop information from this app. It's very good app
Ram Prakash Mishra,5,2022-03-18,Best app for farmers..very easy to use nice nice great app
Himanshu tiwari,5,2022-03-12,"This is very useful app for indian formers,most helpful to agriculture"
Dharam Baba,5,2022-03-16,Bharat agri app useful for all farmers. Accurate wheather information. All crops information with guide line.. Thanks Bharat Agri.. best app yaa nombj
kapil choudhary,5,2022-03-15,Good app it is very useful app for farmers.
Rohit Rohit,5,2022-03-14,One platform for all kind of farming.
Parmar Kevin,5,2022-03-11,Very nice app. Good agricultural information It gives simply lot of knowledge for farmers of India helpful to improving yield
Deepak Saini,5,2022-03-09,This app is very nice and each and every person using the app
Divya Jain,5,2022-03-11,very nice app. good agriculture information for farmers of India.
Shubhdeep Dhiman,5,2022-03-09,पीक उत्पादन आणि व्यवस्थापन and best app i ever seen in the world
Shivam Modanwal,5,2022-03-19,ववव इस्तेमाल करके अच्छा लगा very nice app Wow beautiful details
Durga Prasad,5,2022-03-15,🥰Nice information of crops and really enjoyed this app ❤❤❤
Ruchitha H C,5,2022-03-16,This agriculture app is best for farmers. Crop support is great.
earla naveen,5,2022-03-20,Very good and excellent app for everyone
Rox Dat,5,2022-03-13,This is a good app for agriculture and I use this app. Sugarcane bddl margdarshan changl aahe
Payal Sahu,5,2022-03-16,Bharat agri App useful for all farmers solved all crop related problems. This is Best app for all farmers.. Thanks Bharat agri..
Raju Kungwani,5,2022-03-13,Good app bharat agri and it is useful.
Nee Puzha,5,2022-03-13,Nice application is mp kisan app Good app Bharat agri.mp kisan nice app provides good service.Good app Bharat agri nice.
Supreeth Reddy,5,2022-03-13,It's very useful and informative app.Bharat Agri is a great app for your crop
Rohan Roy,5,2022-03-14,"Use this ref cod ""nsjg"" to download this app. This app is very useful for the farmers n agree students"
MID Night,5,2022-03-17,good and helpful app for farmers
Babulu Sahoo,1,2022-03-11,"Very bad and fake app, Don't install this app"
Mandeep Singh,5,2022-03-21,"Very helpful for farmer ... Thanks bharatagri nice app ,op app"
PARVESH RAMANDWAL,5,2022-03-09,One of the best trusted application i thin every farmer use this application
Ankit Kumar,5,2022-03-11,This is the best agriculture application for farmers in India. The services are very good.
Abhiram P.A,5,2022-03-10,The appi is just adorable. This is awsome
Deepak Jha,5,2022-03-14,a great way to do farming Nice app refer. Code _ (z6jf)
Donthu Naveen Kumar,5,2022-03-16,Bharat agri app useful for all farmers. Accurate wheather information. All crops information with guide line.. Thanks Bharat Agri..
Priyam Soni,5,2022-03-11,Very nice service and help to farmers bahut accha app hai lekin mat download kariye
Bamps Games & More,5,2022-03-11,Best agriculture app for farmers. Add farm feature is good.
Lavanya Jogu,5,2022-03-11,Excellent app .. helpful farmars. Good
K Lohith,5,2022-03-08,कृषि ऍप nice app कृषि ऍप have a sip on line annaru ok I have any questions or afternoon and
Rachel Elizabeth,5,2022-03-11,Best agriculture app for farmers. Best crop information.
Navit Kumar,5,2022-03-08,"कृषि ऍप is Best application for agriculturist ,you will find the latest information here which is so helpful for all"
Subha Mondal,5,2022-03-08,Agriculture helping app vey useful app for all कृषि ऍप
Meghana Gurav,5,2021-11-08,Its Nice App and very useful for farmers worldwide to get any information related to any crop. Also this app provides the updated information related to agriculture and I think which is the best feature of this app..
Satish Saptale,5,2022-02-08,it's good and perfect useful app for forming
Tapasi Panja,5,2022-03-08,एग्री डॉक्टर . super App . nice
Arijit Mondal,5,2022-03-11,Its a good app to help farmer to increse their yield
Shaurya Aman,5,2022-03-09,पीक उत्पादन आणि व्यवस्थापन very nice app use this app . I am rating 5 star because I love this app very much.
Neha Nimbalkar,5,2022-01-25,easy to use and beneficial.
shaikh faiz,5,2022-03-11,One of the best agriculture apps in India for farmers. Thev crop advisory service is very accurate.
Richi Rode,1,2021-11-03,Your company is not showing current satelite image. It's just shows image from Google and marking it green. This service is not useful at all.
Syed Tanzeem,5,2022-03-19,Helping for farmer .. thanks Bharat agri Very osm app i have ever seen nice
Krishna Debnath,5,2022-03-11,Its amezing for farmer help to increse production as well as life....
ʜᴀʀɪᴤʜ ᴄʀᴇᴀᴛɪᴏɴᴤ,5,2022-03-16,Bhot hi unda aap hai sabse acchi bat yah hai ki yah made in india hai...Its very good to use and very helpful for people
Akash Dutta,5,2022-03-14,These are very nice. Very good good app
Sohel Khan,5,2022-03-12,Thanks for such a wonderful app. Really these is very helpful
Sonu Singh,5,2022-03-11,Very good but short details
amer Shaikh,5,2022-03-11,Best agriculture app for farmers in India. Weather prediction and crop information is good.
harsh Achhra,5,2022-03-21,Awesome information Nice appp very very useful app
Vaibhav Khatwani,5,2021-02-11,The crop advisory service is very accurate. The details given about each crop is very precise and easily readable and understandable. UI is also very smooth and easy to understand. Good work!
"NAUGHTY PRANAV",5,2022-03-10,This app was very informative and usefull
Suman Yt,5,2022-03-12,मंडी भाव ऐप very good . Good information
Vinod Singh,5,2022-03-17,: 'शेती संबंधित ऐप' This is the best agriculture app for indian farmers. And very very good app for farmers
Meen Patel,5,2022-03-21,Nice app and some mans are use full tha app and need app
CLUTCHER BABU,5,2022-03-08,"This is a very. good app for new user, i prefer to you public!"
Prashant Jadhav,5,2021-11-08,It's very useful and informative app. It provides updated knowledge about farming. This app definitely helps for increasing production.
Tandra Mukherjee,5,2022-03-13,Smooth experience nicr app good hsappy
vishal jamadade,5,2022-01-03,Excellent app for all Indian farmers . Provided good information related to the all crops and daily weather data in easy language. And also provides products in low cost which is helps to farmers in low budget farming.
Burhanuddin Zummarwala,5,2021-08-23,"It's very useful, reliable and great suggestions. Best for crop disease identification. Satellite Imagery feature I love the most among the all which helps me to improve my plants. Amazing and very recommended app. Thanks!"
Yogesh Choudhary,5,2022-03-12,Great app for Indian farmers for smart farming and increasing their crop yield. A must download app for Indian farmers.Everyone download it now
dharmbir kumar,5,2022-03-18,Very good app. This app is helpful for farmer
Kavita Kale,5,2021-10-29,"To give you the best experience of smart farming, provide Smart Tips, great Jugaad ,  special articles on latest farming technologies."
Dipti Pawar,5,2021-11-08,It is very informative and helpful app for farmer. Bharat agri provides solution to problem faced by farmers and satellite mapping is very good...
Shebi,5,2022-03-18,The app is not senting otp but nice indian jay hindi शेती संबंधित ऐप
Suresh Agarwal,5,2022-03-14,This app is very important for farmers. amazing app
