names,stars,dates,reviews
Rajat Verma,5,2021-07-20,"Really great app. It helped me with the problems I was facing in my small kitchen garden. They have huge,well researched and catalogued database. Very efficient, do keep up the great work you are doing."
abdul ghaffar luni,5,2019-09-05,really its a great app. but few experts need to add in agrio team . speacially cotton pathalogist and entomologist. and kindly add weed expert . video should be downloaded when we had problem.only pics are not sufficient to diagnose problem .thanks .luni
Anisoddin Israil,5,2022-03-20,Very nice and very much helpfull 100%
Dilpreet Singh,5,2021-06-11,"It's the best application for detecting what happening to your crops. Less time consuming with great service, problem is solved in between 24 hours after uploading picture. Loved it. Would definately recommend to others."
Sakthivel VP,5,2021-11-11,It's very useful and full satisfying in thair application my best wish for feature and one more thanks 😊
Mad Tatter/ GH2KT,1,2021-12-12,"So far I just started this app. and my job is to find out what works, and doesn't work. So time will tell all!!"
Technical Update,5,2021-11-28,I can say that this app is awesome first time i got to know from an ad and now i am fan of this app it always solves my query no matter how hard it is i am a fan of this app i am very thankful to the makers for making such a great app that helps people a lot
Ferry Effendy,5,2022-03-04,Very useful for identification disease plant
Padmawati Cheche,5,2021-11-12,Very good guidance to protect and growing of plant
Vicky Pradhan,5,2022-02-01,Amazing app for agriculture related information.. Kindly add more no of crops to it
Elisheba,4,2021-03-11,The app is amazing. Love the community feature especially. I would love to see a tab in the profile page where the users can view the questions they have posted so far so that it will be easier to track. That would be really useful. Thanks!
Appa rao Killi,5,2019-05-18,it's an excellent app. the information will reach to almost all remote areas and now it is possible to transfer the technology from lab to land on massive. But it should available in all local languages as all the farmers are not knowing English
Lior Koj,5,2020-09-18,"Brilliant app! I appreciate the expertise of the team, they devote allot of time to get to the bottom of things and help as much as they can. It is very much appreciated!"
leah adcock,5,2021-07-10,This app may be the best app I have on my phone. I live in an area where there seems to be a lot of plant fungus the owners prior to me had a garden and this has been a struggle. So many diseases look similar this app has helped tremendously diagnosing my plant diseases
Sayed Saif Ullah Shah,5,2021-12-03,"A very Nice Application for Growers and Agriculture Extension Workers , No waiting for delayed reply to peasent, An accurate guide on spot ."
Vinod Kukanur,1,2020-12-30,"Till today whatever I have asked plantix (in whatsapp) it has replied only this ""I am sorry, but I am not sure and don't want to tell you anything that is not correct 😔 But please try it again with another image"". I have uninstalled app as it is of no use. I am entomologist I know what problem is with plants. When I upload the photo to plantix, it doesn't identify even major pest and diseases. Really I don't know what good it is for. How helpful it is to farmers."
ge el es pe,5,2021-03-14,Usually it gives around 70 to 80 percent correct. It all depends on the right clear picture you input...but it's useful
Balu Pydi,1,2022-03-22,"No answers for quetions, plants problems"
siva krishna,5,2021-11-14,Very useful in detecting crop pests and suggesting control measures....
Oydsteven Gomes,5,2022-03-07,"Excellent, something different from normal App, user friendly,"
Kl Nandeesha,5,2022-01-13,"Excellent App helps in identification of weeds, pest and diseases for students as well as to the farmers which enables to take up appropriate management."
Dharambir Dabra,5,2022-01-15,Work perfectly and good farming app which can detects almost every cereals diseases.
Chinmaye KL,5,2022-01-13,"Very good, helpful and reliable application to the farmers"
Nagesh Rathi,5,2021-06-20,The community in this app is really great. I usually get answers to my questions within the day and diagnosis has been pretty accurate in my experience.
Sharath Bairineni,5,2022-02-06,"An excellent app, easy to use, very useful for farmers👏👏"
Sheetal Thakur,5,2021-10-22,"Very good app detecting diseases and pests, nature of weeds.... I will recommend this app to farmers and students as well"
Sairam Katukam,5,2022-02-10,Good app for Students as well as farmers. I wish all the very best for Mr.Pradeep Chowdhary who is very scruitinizingly studying on the subject matter and researching on the fields .
विकास Vikas गरूड Garud,1,2020-06-30,"Did not work at all for me. I tried to upload a photo of an affected Rose leaf and for 5 days it keeps saying ""Sending the picture"" AND ""Picture has been sent and analysed"". There is nothing more for 5 days. Sent a mail to developers, it remains unreplied for last 4 days. Uninstalling!"
Sonal Patel,5,2022-01-15,"Its a very good application we can use it for early detection of disease, pest and leaf damage."
Jessica Bell,5,2021-04-24,"Wow so cool, I actually forgot what plants I planted in what pots because it's my first year and there is always something we forget todo lol. Well it told me my plants were tomatoes and I am so glad because I don't want them next to my peppers lol. The plant was still very young so I was jumping up and down when it figured it out. Thank you btw the camera was blurry when taking the pic thru the app but I did it anyway cause I thought maybe it's the technology they use. The picture still worked"
banda arun,5,2021-11-30,Excellent app. Very useful to farmers and students
Dimitrios Sakellariou,5,2020-02-03,"This App has a great potential. The more it's used the better it works. Needs to enrich database and improve adjustments to local conditions, but it learns fast. Keep up the good work guys!"
Richard Corden,5,2022-03-04,Even better with the latest updates. Well done xarvio team
Jalde Ravikumar,5,2022-01-14,"It is very useful, accurate information I got from this app. Good experience."
Shane LUY,4,2021-03-14,"Very quick answer. Even if the app didn't recognise the issue, the community of people have responded."
Alex M,1,2019-08-07,"This app is terrible. If you are looking for an accurate scouting app do not download this! I downloaded it to help identify diseases in corn and soybean fields yet the algorithm has not been able to give any results at all! The weed ID is terrible, I used it on some simple weeds that were isolated in fields and the app got them wrong every time. It identified prickly sida as redroot pigweed and waterhemp as common purslane."
Salvador Gonzales :v,5,2020-07-22,"Very good developers that loves their users and loves plants, Pretty good app need improvements on the image recognition, But other than that not really enough for even a one star drop!. Good job."
vajja sunil,5,2022-02-08,Well explained and easy to use
Kothapalli Madhu,5,2022-02-09,Excellent app very useful for farmers
Shantha Kumari,5,2022-01-13,"Nice app, with great accuracy"
Rabin Ray,5,2021-12-29,This is a good atta but how can i get/purchased this atta direct from it
Prashanth Eltepu,5,2021-11-25,Very Useful App. Working Very Well....👍👍
SRIDHAR E,5,2021-11-25,Very excellent and good information
Vajinder Kumar,1,2019-11-03,"Worst, Multiple features available but i don't why Play store suggest me this app when I want to check my areas AQI Not useful for me. Harvest & crops farming related features seems good but not made this app for AQI."
Jaspinderdeep Singh,1,2020-04-30,"I did not like to use this app, not capture pic, do not download it my friends. Waste of data... And waste of time... I am going to uninstall it."
Wina Willis,5,2020-05-13,"So far so good , I manage a nursery and sometimes need to research thing I've not seen before . I did that and got answers I was looking for."
Uday Singh ahun,5,2021-10-20,Best app for diseases identifiction
Anna Margarita Cunanan,4,2021-12-20,nice apps can used dummy account for security of email agriculturists and plant lovers.try thiz 1 4 stars only for the mean time not yet tested on weed identification and others
Akshat Wagadre,5,2019-11-11,This app is really great. Is it possible to get a documentation about its working. I was interested to know what algorithms and tools are used to make this app.
DR.SHRUTIKA KULTHE,1,2020-10-03,Worst app till the date... It shows nothing even camera function is also not working... 😬
Arun Chander,1,2021-06-05,It's too bad if u r not giving tamil language as an option it won't work . It's need to be in tamil language
Justin Curtlin,1,2019-05-09,Waste off time. Every picture I put up can not be find what it is. Don't bother.
Sandra Selinger,5,2019-06-26,"love it! lots of potential, really useful on the field!"
Μιχαλης Κονταξακης,4,2020-03-29,Looks good and gives nice information. Please consider adding Avocados as well! Thanks
Ayushi Sachi,1,2021-02-21,"NVER EVER do not download this app, they have access to whole of your phone WARNING !!!! may be its Chinese funded"
Xi ART,1,2021-05-27,"no privacy at all, its share all your date with third party agent,i will not recommend this app for now."
Mohit Kirade,3,2020-08-21,"Please make user friendly interface, included some important features and also update database of plants disease section."
Atala Keanu Monarshi,3,2020-07-19,"So, this app bombarded me with his ads for 20 times now, and it's stopped after I downloaded it :-V"
Al Masum Gazi,3,2020-04-25,The deep learning needs more samples before going live to audience.
shiva prakash,5,2021-06-16,Unique app for identifying farmers problems and recommend solution by click of single picture
Gagan Deep,5,2022-01-13,Its nice app give accurate result
SIVAKESAVA RAO MUTCHU,5,2022-01-13,Excellent.it is very useful
Mahesh j,5,2022-01-12,Excellent.. it's very useful 😊
Ankush Kamboj,5,2022-01-13,Very good app for checking issue related to diseases and weeds
Loveneesh kamboj,5,2022-01-13,Very nice app
Naveen Dabur,5,2021-10-18,Best application for the farmers
Rene Labis,5,2021-11-29,on going to learn apps
Karen Bradow,1,2020-11-17,"Started charging a monthly fee without my knowledge. Even tho I had uninstalled this app immediately, it still charged my google play acct 🤬🤬"
Yashpal Goyal,1,2018-12-07,This app is useless I tried identifying blueberry plant but app was not able to track it
satyanarayana gavara,4,2019-07-13,"this app is very interestingly,and able to find the caller earlier.thank you."
Apdulla Apdulla,1,2021-03-21,where is my language Tamil my language also 20000 years old where is my language your up is always ultimate very good but you miss my language
Umesh Mundkar,5,2021-11-25,Good App for farmers
Carlyle Elwin,3,2020-07-01,May I suggest to add an option to upload an already taken Pic to the app.
I DON'T KNOW,1,2021-11-05,It's not identify the plant proporly
ananth ramalingam,1,2020-07-18,Because there is no option for my mother tongue TAMIL. I hate this app. U guys understand stand one thing. Please search in Google. Which is the oldest language in the world. Your team doesnt give the respect to my mother tongue. Tamilanda...
Raghavan PN,4,2021-10-17,Very good.keep it up.
K E N D I,1,2019-08-22,Why ads all the time its irritating
Arun Kumara G,3,2020-10-20,This app is very good & easy to solve former wilt problems....
Harald Dienes,5,2020-09-28,the photo recognition of diseases still seems Limited but the expert response is quick and very helpful
Mike Hufford,5,2020-07-27,"Very nice tool, easy to use"
johncy gloria,5,2020-11-26,Excellent app for farmers . Adding local language Tamil will be beneficial
Brenda Hovde,5,2019-10-01,Now I can do this myself instead of bugging my knowledgeable friend of plants and weeds! Gardening made easy
Sayali Dabhole,5,2020-05-18,Easy to use and helpful.
shantanu holkar,3,2021-02-11,Camera feature not opening in Mi note 7 phone please suggest any updates
john tarun,3,2020-08-19,Need to check it practically before upgrade
Deepak Kulkarni,1,2019-10-18,Unable to log in
Nikhil Wavhal,1,2019-08-27,camera doesnt open to take pictures in these app
Esham Apho,1,2019-11-24,Useless apps waste of time useful only to foolish people...
A S,5,2021-06-18,very imformative and use full this app for weed identification and helpful for Agriculture development
asif Raza,5,2021-06-15,"Good application If you tell them a problem, they will not listen to it for 48 hours. When the plants are completely damaged, their suggestion comes."
Shivani Verma,1,2020-08-20,Didn't show my State (Delhi) for further settings such a useless app.
shahzad Khan,1,2020-12-09,Not so help full not working proper
Anil Yadav,5,2021-06-18,This amazing with respect to desease identification.especially interm of crops here in my field
RAY SINGH,5,2021-06-18,Very very good app for agriculture
R K,1,2019-09-11,Worst app i ever seen the camara is not opening and i want to identify the weed solve it soon plz
Deepak Yadav,5,2021-06-18,Very helpful application for farmer to identyfy weed and disease.
Dr noorjahan Siddiquu,5,2020-08-12,I like beauty that is in your application،beauty of nature and family
Amal Sibi,1,2019-09-24,Have you expand the language to Malayalam also please.
Zorama Ralte,1,2020-07-01,I have 2.5 mbps speed internet yet it said im offline.uninstalled
Benjamin Gaikwad,5,2020-05-17,Great thermal analysis it has
Kevin Okoth,4,2022-03-24,"⅝unhygienic unhygienic hhuj666lwkw,"
Pharmaceuticals Pharma,1,2020-05-21,"Worst app no help yet, I have send many damage on crop but no discuss or help from agrio team. Really such a worst app"
Deepak B,5,2020-09-07,Good app i think it needs updated version
Lima Longchar,1,2021-05-16,This is a useless app it don't even give the correct plant type
Aaba Pawar,5,2022-03-25,Super application for farming
Mayur Rasale,1,2020-08-04,Very bad app I cant find what i want plz donot install this aap
Pavan kumar,5,2021-11-26,Good app.excellent
Ganesh Koolkarni,1,2021-08-23,"Scouting team I am the promoter of this App, there's no sharing options please help"
AFD INDIA,5,2020-12-02,A wonderful app for farmer and field worker
Carolyn Zehender,1,2019-07-31,misidentified many plants. I am a horticulturalist and say this is a lousy app.
Pankaj Yadav,5,2021-06-23,Very good app in agriculture
Puspendra Yadav,5,2021-06-18,Very good app in agriculture
Madhusudan Pokhrel,5,2019-06-09,"I felt,this app must be useful in agronomy,but I have downloaded just 9 hours ago."
Anil Kumar,5,2019-09-21,Kid games and help her mam please see
rahul swami,5,2021-06-22,Very helpful application for agriculture
Sagar Sharma,1,2020-09-24,Very bad app.. don't waste your tym on it..
Seema Yadav,5,2021-06-18,Very good app in agriculture
Kaynicsxzya Selapensxzya,5,2021-12-11,Dear lord 🙏 Thankyou lords for the everything of drunkings pf the episodes of excellents this app the opportunity i hope less to the returning of goods of just saying tylords. mwuapsxyz 🙏😘 because i will exhales of goods creates from lords the shouts of app scouting. tylords mwuapsxzy 🙏😍💌♥️ #goodevening #ilovejesuschrist. #janica 💚
Swapan kumar Misra,5,2021-10-06,Ok.This program is good.
A Google user,1,2018-12-26,not working fake app
Zo Muana,5,2019-09-03,Very goodand keep it up.
Ajay kahandal,1,2020-09-28,"I have taken photo of my tomato land, when i posted app show there is no dieases on your plant .LOL i will show u pics"
Hemant Raj Savita,5,2019-06-26,good app to identify crop diseases
adil rehman,5,2020-05-23,Excellent application with usually a quick response...
PANKAJ YADAV,5,2021-06-18,Very informative this app for agriculture
A.R. Suresh Babu,5,2020-04-09,I am down loading this App today.Aftet using inform you the benefit
Cheeath The Runner,1,2021-05-24,Fake and Scamming application don't download
Kevin Beuning,1,2020-08-01,Tried to use the app to ID plants and weeds in our garden. No luck with the weeds & it ID'd a potato plant as a tomato plant..
Amit Yadav,5,2021-06-18,Very informative this app for agriculture
Parul singh,1,2019-02-06,I have deleted this app because it's not functioning.
Sidharth Behura,5,2019-10-05,Nice app for diagnosis of pest problem
Anoop Yadav,5,2021-06-18,Very helpful application for farmer to identify weed and disease
Shailendra Singh,5,2019-06-26,This is a really good product to help improve your crop yield while managing your crop risks
FARMING GYAN,5,2021-01-31,For the peasant brothers Very good application for farming sector It is very helpful in crops.
Nilesh Hadiya,3,2020-08-09,"The idenification of damage | deficiency is good but, there is need to improve/update in recommendations."
AAV SAMY,5,2020-08-15,This app worst. Not TAMIL language
Devashish Mandal,1,2021-09-22,This app is too fake so I suggest to don't u use this app
jay dean,1,2021-05-22,This app is useless. The only plant it got right was my cannabis plant. Told me my rhubarb was nettle.
Robert Covington,5,2019-04-30,exceptionally good. I enjoy using it.
Mc Doch Lee,1,2021-09-09,"Very bad, unusefull, Fake not real fact"
Youare Fays,4,2021-03-02,Helpful and need collaboration
HOTEL MADHURI EXECUTIVE,1,2019-08-19,not working aap plz don't download
འìʂհi 17,3,2019-10-09,This app is not so good it just fooled me
Siraj Sk,1,2019-10-24,Faltu app download na kare
Prasanta Kumar Das,5,2018-11-14,Iwant to verify the name of the mobile no with corrosponding name
Admin Leon Tv,1,2021-07-22,I CANT CANCEL MY SUBSRIBTION I ALMOST LOST MY MONEY IN THIS APP TERRIBLE APP NO CANCEL OPTION. You dont have option for Cancelation its a scam
Naushad Ahmed,1,2020-08-14,........... It's not working... At all... Bad idea 😞
All video,2,2020-08-12,Very very bad land aap
Tamana Sangma,1,2019-02-12,couldn't recognise even aloe vera hopeless
jerrit bochy,1,2019-07-07,Not user friendly. SUCKS
Anil Dalwani,4,2018-11-09,Good to access thanking very much
Dinesh Shinde,3,2020-08-02,No much more crops added fruits plant like Pomegranate
pushya N.S,2,2020-10-23,It's not figuring out any plants
Will Lowder,1,2019-05-13,cant upload a picture of a weed??
haribansh singh,5,2019-08-30,Ok I recive the apple app store We alwase like apple app The apple app is suport of andraid phons
A Google user,5,2018-11-15,For find out actual location
Sanjib Chaudhary,5,2020-05-22,"Amazing app 👌👌👌... it's very helpful for me, thanks alot to developers..."
Raj Dalsaniya,3,2020-11-12,Do you have devloper api so we can use same??
THAMBI CHILLI,1,2020-02-29,Tamil language not for Tamil language
sarin khan48,1,2019-08-22,👎👎👎👎 Plz give information Hindi. language.. Don't download nothing Hindi language information
sikh sangathan Uttar Pradesh,5,2019-09-23,It is very good app
Santosh Deshmukh,1,2019-11-02,Can't login
Kiko Hau,1,2019-03-14,"scam app, don't fool our world"
Vansh Pandey,1,2021-09-04,This is very bad app there is written they will show kee tum pechle janam maee kya thaee parr yaha par kuch aur heee hai plese dont download
Alfaz Ahmmed,1,2022-02-21,"No. O. Gv ,"
Guriya Srivastava,5,2019-09-19,I have not download but downloading
RS creations,5,2021-04-02,One of the best app
omkar more,1,2020-07-07,Worst service ever. Customer service executives are very rude . They don't know how to converse with the clients. Business etiquettes needed
Chinnu Panchikatti,1,2019-11-14,how to stop shouting of this app
A Google user,5,2018-11-11,tq so much for this app
RN GS AgriTech,1,2019-09-07,Not working Poor bad
Mahesh Mark,5,2019-08-17,It is the best app.
Sonu Paswan,3,2021-10-15,Se kl p Ltd I Niuk was el Se kl p Ltd I Niuk was el
creater vedeous,1,2019-06-05,werest app wast of my time
AGYA RAM,5,2019-11-03,Very good app
Apurv Tupkari,1,2021-11-26,Worst app ever
Ankit lodhi,1,2021-07-20,Kharpatvar not identify properly
KÚÑÄL GHÓSH,1,2020-09-18,THIS IS WORST APP OF THE WORLD 😡😡😡🔥🔥😡😡😡😡
rama chandran,5,2021-09-20,Good app for all Agricultural related problems.
Shivukumara Shivukumara,1,2020-11-02,Super app helpfull
Gurdeep Gill,1,2020-10-23,Punjabi language not show 👎
chandan deokar,4,2019-09-21,Please include pomegranate in crop section
BEAST DIARY,1,2018-12-28,worst useless app
Shankar Kumar,1,2021-08-25,Use vermicompost instead of this
ਗੁਰਬਾਣੀ ਵੀਚਾਰ GPMKC,1,2018-12-09,very bad appps
A Google user,5,2019-01-06,it's working osmm
FAU-G King streaming,1,2019-08-18,It will not identifying the Green capsicum plants
Digvijay Patil,1,2021-07-25,All crops not include
PSG,1,2020-04-16,Not mention New Delhi in your list
Graeme Humphris,5,2020-07-19,Awesome quick response to my query.. Very helpful.
S.m Mishra,5,2019-12-13,Best agricultur solution
Smitha P,5,2020-04-23,It helped me a lot
Incredible Kinnaur,4,2020-09-27,"I love it.....,...😘"
Venkata rao Sayaboina,3,2019-09-05,Hi sir i have full information at mirchi(chilli) crop
Nitin Patil,5,2020-06-04,It good app
mr.Unknown jii,1,2021-08-26,Chitiya app I have ever seen..
satheesh kumar,5,2019-06-26,This app is really cool and features are too awesome. Easy to manage multiple fields in single app. Also easy to switch between different farms.
Tyler Wray,3,2020-04-21,App has lots of potential but needs more crop choices for western canada such as barley and oats. Even just the option of adding your own crop type and variety would be great
Himanshu Tyagi,5,2019-06-26,The latest Field Manager Smartphone app has a lot of new capabilities and makes it very handy and useful while in the field. Totally enjoying the new look and feel.
Miles Wiest,2,2019-05-17,Great concept! The only options to plant are canola and winter wheat though ... add more and this would perfect!
Sathya Deva,5,2020-07-26,"amazing apps, the experts are very responsive 🤩"
Tim Statham,3,2020-03-29,"App has great potential, but lack crop choice for UK, needs spring wheat and barley plus beans and linseed. May install again if these crops are added especially this year as many spring crop are being grown. Can fields be edited as some of ours are not correct?"
Geetika Dutta,5,2019-06-26,"Field manager app taking farming to another level . Great application having very cool features like satellite maps , drone images ,soil maps and recommendations for spraying ."
Basil Ummer Kutty,5,2019-06-26,A great product from Xarvio.. Absolutley stunned by the updated weather data and Disease Risk notifications is jus perfect.. Definitely recommended.
Harshit Gupta,5,2019-06-26,"Very good app to get updates abouts your crop, weather condition & spray recommendations."
Gracie Enns,1,2019-05-20,does not do anything but fails I never been more disappointed when I wanted to download something for free
rajesh kumar,5,2019-06-26,great concept and cool features!!👍👍👍
anand s,5,2019-06-26,Awesome digital farming technology ..farming advisor experts which make things simple and easier for we farmers...
Akhil,5,2019-06-26,Very helpful and easy to use app.
Hemant Raj Savita,5,2019-06-26,nice app for farm and field management
Nishant shrivastava,5,2019-06-26,Excellent product that will notify about all the disease risks which help in better planning and good farming decisions
stephen mbaka,5,2020-09-06,"This App is fantastic and good, enlightening, to Agri_Business, thanks!"
Ravi Kumar,1,2021-09-09,Useless app don't waste ur time it doesn't tells any thing about plant health .
Gábor Romvári,1,2020-04-06,why need an account to start this game?
Paul Wurz,1,2020-04-22,Please add more crops
VOTE 4 Mr - House,5,2021-06-12,Wow wow wow
Giannis Kintjois,3,2020-03-24,Good app
Wat Lol,5,2019-06-26,Super spannend um die eigenen Felder zu beobachten! Kann ich nur empfehlen.
Ritika Kohli,5,2019-06-26,ಉತ್ತಮ ಅಪ್ಲಿಕೇಶನ್! ಬಹಳ ಸಹಾಯಕವಾದ ಬೆಳೆ ಸಂರಕ್ಷಣಾ ತಂತ್ರಗಳೊಂದಿಗೆ.
Sandra Selinger,5,2019-06-26,"ima dosta zanimljivih opcija i karata, hvala!"
Ian Barsby,3,2022-02-25,Not ringing
Erick De Leon,4,2019-04-02,good
Yogesh Deshmukh,1,2020-03-14,App don't work Just open and close
Abu Bakar Ashidiqy,4,2018-12-11,"We need this APP in Bahasa Indonesia, too"
Amir Valdman,5,2018-09-25,"Great app, easy to use, love it!"
Itai Bar-Sinai,5,2019-04-16,Very helpful and easy to use!
Joe Marie Bragas,4,2021-03-29,"Helps me a lot, though some findings are not exactly the disease but the idea they are given gives you hint of the true cause"
jomel cantor,5,2021-02-06,I really like this app. It will really help me. Thank you ☺️
Mohammad Behgam,1,2019-04-15,"not run in my phone, I can't sign up to app"
Rajbir Singh,5,2020-09-01,I do have nice experience regarding crop disease diagnosis and treatment.
life_is _for_fun,2,2020-04-14,I couldn't able to post images directly from gallery
Lewis Polglaze,5,2021-09-20,Easy to use. Love it.
نعناع,2,2020-06-08,يجب تزويده باللغة العربية The program must be provided in Arabic
hamid rahimi,1,2021-11-09,Bug and bug.
Dinesh bhokre,5,2020-09-01,Is this app available in Hindi language
Brandy Brooks,5,2020-07-04,It's been super helpful. Extremely happy.
Crisanto Canoy,5,2020-10-01,very informative app
Sunil Ojha,4,2020-10-04,"Nice app, really helpful"
fikremariam mekonnen,5,2021-04-15,You are always too closer to the farmers
Tasha Abolla,5,2020-07-05,fast response! Recommended!
Tariq Malik,1,2021-03-05,Its bad thing want undo un installation
Yoed Bassan,5,2020-05-31,helped me several times!!!!
c pilot,1,2020-05-20,Requires subscription to do anything
Acarya Nandiishananda,1,2020-10-26,Say no data regarding drumsticks plants so uninstalled.... waste
Yan Tirtha Mulia,5,2018-12-18,"help me alot, thank you"
Frances McCormack,1,2021-05-07,Hi any ideas on how to cancel?
Manendra Pratap,1,2020-08-08,Worst app...they want money..poor creator
malik omary,5,2018-10-11,Nice agricultural app
nihar pawar,5,2021-02-16,Liked your app & I am not a farmer
Gal Biran,5,2019-01-01,Easy to use
Feliciano nicolas,5,2021-02-14,Easy to use
Ahmad Hkmail,5,2021-01-26,From Palestine great app thanx
mazen morgan,1,2019-09-13,It dosent even open
