names,stars,dates,reviews
Gaurav Gaydhane,5,2022-02-04,Very user friendly app for farmers.
Lucky mouli Chowdaury,5,2022-02-18,This is the best app for agricultural products and staff service is good and dealing with the customers is excellent and delivery of the products also good thankyou
Konda Ravikiran,5,2022-03-15,Very useful app for farmers
Explore World,2,2021-05-26,Worst follow up of order and inventory.. Half the products are not available even after a second wait although it shows it's available.Prices are very high comparing other sites. The team doesn't know what is available and what is not.No point ordering although everything else is attractive.If the situation was for one product it is understable but not for every second product.. Waste of money.. App ordering doesn't work with stock in hand (avaible)no notifications. Toll free number not working.
Naveen Kohli,5,2022-02-18,Good products and good service 👍
Nagadevi Dadi,5,2022-02-18,good products and services is also good👍👍
Chaitu Chaitu,5,2022-02-18,These products are very useful thank you
vdivvu v,5,2020-10-06,It was so easy to order on BigHaat. It has a wide selection of all products and has offers running from time to time. The app loads fast and is very responsive. I stay in Andaman and they deliver in reasonable time. Thanks BigHaat.
Ram Reddy,5,2022-02-18,Good products and services are good👍👍
Rameshbabu 22299,5,2022-02-18,Dealing with this product is so good thanks
Sai Ram,5,2022-03-24,Good and excellent work 👍
syamu nara,5,2021-11-17,"I am very happy with this app, as it is very easy to understand, can select whatever language we are comfortable with, there are many different products with images which makes easy for the user to understand"
Subhashree Nayak,1,2021-10-26,I have been a Big Haat customer for over two years. Recently I have very bad experience with the delivery of items that I had ordered. In spite of repeated calls they are not very cooperative. My suggestion to fellow farmers to be cautious while ordering from them.
SRINU POTTAGARLA,5,2022-03-16,It is very helpful young farmers like me
Rachit Aiyanna,1,2021-11-29,This app does not show actual inventory.. and never do prepaid orders... Shipments take ages to pack and deliver ... Even after contacting customer support the shipment is pending... Not very genuine organisation I feel
Vvavprasad Tadepalli,5,2022-03-13,This is very useful app for farmers
MANEESHA KAUSHIK,5,2022-02-04,Very useful for farmers
Tony Sasikanth,5,2021-11-24,It is Very Usefull And Helpfull App for Farmers. As it contains the information of Everything which required for Cultivation from Seed to Seed. Not only Crops it contains information regarding Livestook too... And it is Simple to use.
Santosh P,5,2022-03-25,Good app for farmers they can get crop related information ☺️
uday chakma,1,2021-11-09,"Third class application. Even after repeated complaints,the team never solve the issue. Even every install after one day view account section goes of. Until u guys solve the issue I will give 1star."
Yogendra Rajpoot,5,2022-02-05,Easy to use...Very good app happy to use
Sushanta Das,5,2022-03-23,"Best for youth farmers😍😍😍😍😍,"
Chandan kp,5,2022-03-25,Good app for farmers
Athul Francis,2,2021-10-27,"Never do prepaid order.they will only check whether the product is in stock after the payment.I ordered upl avancer glow which was shown in stock and after payment there was no information.so I contacted their customer care,they told me that the product is out of stock.it took 15 days for the refund. if you are ordering do cash on delivery.still it will take 15-20 days for delivery."
RAJESH KOPPULA,5,2022-03-21,Very use full for us
Gani Ganapathi,5,2022-03-21,Very useful farmer app
B Kutumabarao,5,2022-03-14,Very helpful happy to farmer's
Tania Bhattacharjee,5,2022-02-04,It is very user friendly.
ram kripal rai,2,2020-09-14,"Very poor customer care services, executive are call after a long time from your call. After payment there is no confirmation repot when they will delivere your order or payment confirmation. I will not recommended to load this app because it has many problems."
Nagaraj Morusu,5,2020-06-27,"I am very happy with Bighaat application and it's services.Bighaat provides you quality and genuine products with reasonable price. Also, we will get different products like fertilizer, pesticides, etc (all in one). Thank you Bighaat and team."
Soldier Singhdeo,5,2021-07-03,Now farming is as simple as we used to do by fetching products from this BiHaat application in reasonable price and quality. Don't go for negative comments as they had not practiced proper way. My experience is that I got my product even if it was unavailable. They called me and placed the order by themselves. T Its a good application which provide quality and accurate service to farmers as per their requirements. Thanks BigHaat. 👍
"Shruthi ,B.N",5,2021-03-24,Very useful app and farmer's friendly. Team has supported me to select right variety for my location. Great thanks to BigHaat. Keep supporting and give more services to Farmers.
Arvind Kumar,1,2020-01-10,"Worst app, very poor service. I ordered twice,but I did not get the product. Customer care number is also not working. Tried much but did not get response."
"Shwetha, Pratham",5,2021-04-17,Very useful farmer friendly app. Team is very supportive in choosing location related crops and responds very well for all the queries. Thank you BigHaat.
Saurabh sharma,5,2020-06-28,"Wide varity of product, with the good quality. The services are also very good. I recomend any one who is intrested in buying agri product should try this. Good work Bighaat. Keep it up."
Harish,4,2021-06-18,"A big thanks to the team #BigHaat.👍👍👍 The app is very resourceful to farmers, agriculturists, and for everyone who are willing to work in fields. Very handy to order almost all varieties of insecticides and pesticides, and also excellent customer support 24/7. All payment options are available except pay later."
Chinnakotla bhargava tgWKxMuEdG,5,2020-10-13,Indeed it has been a great experience with bighaat ( agriculture app). Forums provided are informative and resourceful. The great agronomists like sanjeey sir advices and suggestions regarding the usage of fertilizers and pesticides to our crops are very useful.
Jagdeep Singh,3,2021-07-10,"This app never run out of bugs. I want to cancel an order but there is not option to do so. Now, I am gonna accept the delivery!!"
mallevalla raviteja,5,2020-10-30,Very useful to farmers... <3 thank you so much guys.. Best app... Multi languages are very helpful to farmers really happy... Hope it will create wonders........ Best app... I. Wish more language should be there... Plz add tamil kannada malayalam more helpful guys..
chikke gowda,5,2021-04-08,I am really impressed with the app. I specailly like the crop doctor feature in that very convenient and easy.
Nethra Chethan,5,2021-04-17,"Very useful for all the farmers, user friendly app, team is very supportive, helps out with queries."
Ajay Sarkar,1,2020-07-31,"Screen become white, unable to use the app. Your concept is very good, but you need to refine the app."
Sekhar T,5,2021-01-30,Firstly I said thanks to BigHaat. It is very useful to farmers for purchase of different types of seeds and the product quality is so good and reasonable prices. Customer care service is soo good. THANKS TO BigHaat.
Prathibha Narayan,5,2021-04-06,"Farmer friendly App, really very useful to get all kind of information. Kisan vedika, crop docter helps us a lot. Even their delivery services and advisory services giving great support to all the farmers."
Prasad Chilukuri,5,2022-02-04,Very good app for farmers
Sailaja Pampani,1,2020-06-06,"Worst app... I really liked it first, and made a purchase. After purchase, app showing only blank page. I don't know what happened to my purchase. Will I get my products???"
Pratik Bagde,1,2021-07-11,They delivered expired item ith name of offer most of the time.I ordered 2 bottles of insecticide and got only 1.Customer support is 0.Once order is delivered you can't contact them on given number.Their customer care number is always out uf reach.
Raj kumar,5,2022-03-16,It is very informative 👍
Akhil Kumar,5,2020-06-28,"It's a great app for purcchse good quality products, number of brands available, we can choose wich we want, and they are giving very good Advisery, Good wook keep going"
satyanarayana kamma,5,2020-12-17,"This app is very helpful to farmers , but there is some delay in delivery of the product. Except this remaing is super..!"
hemanth kumar,5,2022-03-16,This is the best agriculture farming app nice
Shiva Avala,5,2022-03-19,Good app farmers in use full
Afif Ahmed,5,2021-03-01,"I really love the app, it has a clean and user friendly interface along with crop doctor and a forum for farmers to share their experiences and difficulties."
Amit Das,1,2020-08-19,Pathetic App! Pathetic UI !👎product catalog not displaying properly (white screen problem). It's frustrating even to browse!
Goldy's Creations,1,2021-07-25,"Worst experience, I placed my order but after waiting for 2 weeks when I call for delivery status they said it was not dispatched 👎👎👎👎👎👎👎 even they don't inform me neither for wait nor for cancellation😵 Worst app"
Munish Gupta,1,2019-10-14,"Don't ever buy from Bighaat , there is no options for returns , refund .They have got old stock 1to 2year old which they are selling if you want to return the product then there is no option you have to keep the product there's no other options. THE PRODUCT EXPIRY IS 24MONTHS N BIGHAAT SUPPLIED 16+ MONTHS OLD PRODUCT ONLY FEW MONTHS LEFT FOR EXPIRY. NO EXCHANGE RETURN N REFUNDS. PLEASE BUY FROM SOME OTHER REPUTED ONLINE SITES WHERE THERE'S EASY RETURNS N REFUNDS , BIGHAAT NOT RECOMMENDED."
MAGANTI PRABHAKAR RAO,5,2022-03-14,Very helpful to farmers
Bhim Raika,4,2022-03-14,Dear Sir Namaste from Bhutan 🇧🇹 Please make this app available for Bhutan. Thank you.
Gangaraju k,5,2022-03-14,Very useful bighaat app
Ravi Teja,5,2022-03-14,Best app for modren agriculture
Phani Kumar,5,2022-03-17,Good app from farmers in India
Venkataramana Alamanda,5,2022-03-17,This is good app from farmers
Trvvsatyanarayana Thota,5,2022-03-19,Nice app from farmers
narasim Gouda,5,2022-02-03,Excellent work 👍 in
Rajput Surya,5,2021-09-15,I have ordered some products from this app and it worked really good Application is easy to use as well product rates are very affordable.. Thank you BigHaat 🙏
Ramya N,5,2020-06-28,"Good team support, I received my product on time even in this tough situation... Every farmer has to use this app .. Thanku for quality product."
Sirigi Prasad,5,2020-11-05,"Very good experience and response,fast delivery.and advisory is very helpful. I got good quality seeds of watermelon, muskmelon,bitterguard, mulching sheet. A new feature kisan vedika in the app is very helpful in providing agriculture advisory."
Sharmila Reddy,5,2020-10-15,Very helpful to farmers. And also providing farming tips and cultivation practices. Best online store for all agri inputs.
Srinu Manukonda,5,2020-06-27,"From the last few months from lockdow I was searching for buy mulching sheet, but by luck I found this app and plce the order in store, I was got the stock in time, Thx to Team Bighaat.. 🙏"
OMKAR SRI LAKSHMAN,5,2022-03-16,Very nice app
shivu teggelli,5,2022-01-19,It contain good information with latest chemicals
Vishakh Reghu Kumar,5,2022-02-22,Best app for farmers!
Vignesh Aravind jCIetKwMkq,5,2022-02-04,Very useful app.
Anudeep Mogilicharla,5,2022-02-04,User friendly app for farmers
na ni,5,2022-02-18,Good to have this products .
Amritanshu Kumar,5,2022-02-04,User friendly app for farmers..
Marichala Deepak,5,2022-03-16,Thanks for use app
Harish SG,2,2020-06-22,The screen goes complete white without any display while scrolling....there is some bug. Pls fix it
Sachin Katiyar,3,2020-07-30,Good concept but app needs improvement . I will make it 5 star kindky improve app. And make separate catagory for Urban seeds (small quantity) tarrace garden for urban farming
Gaddam Chethana,5,2021-09-14,"This is very nice app. It gives guidance to farmers about different crops., usage of pesticides."
Amit Singh,5,2021-09-15,"It's a good app to help of farmer's,and a very good experience to discussed a specialist agronomist. Thanks a lot to team BigHaat."
Bhabani Shankar dash,5,2021-02-14,Pls show the Item Picture in left side when viewing Ordered list. Also note Order list view now properly viewing and it's needs scrolling. Need improvement.
reddy hemasekhar,5,2020-12-15,I am very happy with this app .This app very usefull to the formers .I am using this app since 3 years thay provide good quality products delivery also good .once again thanks to BigHaat.
Shakuntala Indukuri21,5,2022-02-08,Bighaat is a very good app we can get agri inputs as well as crop advisory in our regional languages.
Padali Balaji,5,2022-03-16,Most information this app
Ishwarya Gopinath,5,2022-03-03,Useful for farmers
Kondasani balachandra Reddy,5,2020-10-27,"Firstly Wonderful thought, but need to upgrade more.. not only veggies, fruits include flower types also"
Shubham Chobey,5,2020-10-16,"My favorite online agro store. They were open throughout lockdownand fastest delivery was within 7 days at the peak (of lockdown). Good quality seeds, pesticides and fertilizer. Good Price too."
Gaan Mur Pran,1,2021-07-10,"Bighaat system is very bad. You don't order any parcel. Is aap not option in return and refund. Flipkart, amazon is best. bighat send in 3rd class item. Zero STAR option is best. Froud Bighaat aap."
Alok anand Mishra,5,2022-02-22,Best farming app
Utkarsh Sahay,5,2022-02-25,Best farming app
Manglesh Kumar IaEmkDYHbu,5,2022-02-04,Very helpful app
Usha Nagaraj,5,2020-10-30,Much needed app. Found it very useful. Great initiative.. All the best guys. Keep Growing.
