names,stars,dates,reviews
Michael Stuckey Jr.,2,2015-02-09,"When I first download this app it was great, since it has repeatedly updated now the app no longer allows me to log in meaning the app is useless because I cannot gain access to use it. If the login issues are fixed and the app is useful again I will re-rate it at a 5"
bhargav rayeni,5,2014-10-14,How do you delete a field??
colin lewis,5,2014-09-14,"Simple to use , great information and great way to store field and operation records , I use this system simply only as an operator and not for administration but however this tool could be a valuable asset to a large multi operator business synchronised with administration through a central hub ! I rate this app very highly and recommend it to anyone in the agriculture and perhaps even horticultural trade ! I look forward to the future to see what other developments efarmer brings !"
Mark Allen,5,2014-09-18,Love it!
Kaleb Miller,5,2014-09-08,Great app I work for a farmer that has around 35000 acres and this is a great app to have to map and save fields so you know where they are. Really handy
adrian miranda,5,2014-09-02,Great Just amazingly helpful
Ramabadhran Gopalan,5,2014-08-25,Awesome
Šarūnas B.,5,2014-06-19,Great Fast support. Very nice map functionality. Regular improvements. Easy to use.
Eduardas Sitikas,5,2014-05-17,"Puikus supportas! Programa daro tai, ko iš jos tikėjausi, labai patogu naudotis plotų brėžimu. Kai kilo klausimų - per porą minučių gavau visus atsakymus. Linkiu kad būtų taip ir toliau"
Crawford Peitso,2,2014-02-17,"Long time user just glitches out There is a major glitch with marking out fields.  I place three markers then the fourth changes the whole shape and renders the attempt useless.  Please fix,  it was working great.  I'm using Galaxy note 3"
indiana jones,5,2014-03-25,A++++ customer service!!!! By far this is best farming  app I have used. I had some trouble figuring couple things out so I emailed them and they immediately helped me and took care of it for me. All my coworkers are linked to it so we all use the same maps and info. Thx for a GREAT app!!!
A Google user,5,2014-01-04,Excelente Muy buena plicacion para medir terrenos y hacerle seguimiento a diferentes cultivos.
Leon Mouton,5,2013-09-03,"Awesome app This app works well,  for our ops. Please consider adding a farm perimeter as well we have 24 different farms that we work on and it would be handy to have that function, and also allow to tap on field no to show details,  thanks again..."
A Google user,5,2013-06-14,Helpfulll
Ravindra Bandara,5,2016-02-26,"Great App I've been looking for something like this for a long time would be nice if we can add a photo to each task, that way its easy for us to recall that activity. Thanks"
Amol Kalpande,4,2016-04-08,Amol kalpande Amaging app
Shivkant Narayankar,4,2015-03-29,ठीक आहे
Chaitanya Pawar,4,2016-02-10,good app app is very usefull
Ike Ikie,5,2016-04-22,Good Idea....
Abhishek Pawar,5,2016-10-26,Love this Great app
Suragowni Raghu,5,2018-10-26,Suor
Komal Nagar,5,2019-12-27,नमस्तेहै
zin min,4,2016-12-08,good nice
"jatt,s play list",4,2019-06-02,good gps
A Google user,5,2017-02-15,Fantastic
